Nomor Perkara,Tanggal Penetapan,Tanggal Sidang Pertama
00046/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 25 Agu. 2011","Jumat, 09 Sep. 2011"
00047/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 22 Agu. 2011","Senin, 05 Sep. 2011"
00048/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 26 Agu. 2011","Rabu, 07 Sep. 2011"
00049/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 12 Sep. 2011","Senin, 19 Sep. 2011"
00050/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 16 Sep. 2011","Kamis, 22 Sep. 2011"
00051/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 23 Sep. 2011","Senin, 10 Okt. 2011"
00052/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 11 Okt. 2011","Rabu, 19 Okt. 2011"
00053/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 14 Okt. 2011","Senin, 24 Okt. 2011"
00054/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 14 Okt. 2011","Kamis, 20 Okt. 2011"
00055/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 14 Okt. 2011","Kamis, 20 Okt. 2011"
00016/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 30 Mar. 2011","Rabu, 13 Apr. 2011"
00017/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 04 Apr. 2011","Rabu, 13 Apr. 2011"
00018/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 04 Apr. 2011","Rabu, 13 Apr. 2011"
00019/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 05 Apr. 2011","Rabu, 13 Apr. 2011"
00020/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 14 Apr. 2011","Senin, 18 Apr. 2011"
00021/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 03 Mei 2011","Kamis, 12 Mei 2011"
00022/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 03 Mei 2011","Kamis, 12 Mei 2011"
00023/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 23 Mei 2011","Selasa, 31 Mei 2011"
00024/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 26 Mei 2011","Senin, 06 Jun. 2011"
00025/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 27 Mei 2011","Selasa, 07 Jun. 2011"
00026/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 27 Mei 2011","Selasa, 07 Jun. 2011"
00027/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 31 Mei 2011","Senin, 06 Jun. 2011"
00028/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 06 Jun. 2011","Senin, 13 Jun. 2011"
00029/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 10 Jun. 2011","Senin, 20 Jun. 2011"
00030/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 10 Jun. 2011","Senin, 20 Jun. 2011"
00031/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 06 Jul. 2011","Rabu, 13 Jul. 2011"
00032/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 11 Jul. 2011","Senin, 18 Jul. 2011"
00033/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 11 Jul. 2011","Rabu, 20 Jul. 2011"
00034/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 14 Jul. 2011","Kamis, 21 Jul. 2011"
00035/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 27 Jul. 2011","Rabu, 03 Agu. 2011"
00030/PID.B/TPKOR/2010/PN.JKT.PST,"Jumat, 19 Nov. 2010","Senin, 29 Nov. 2010"
00031/PID.B/TPKOR/2010/PN.JKT.PST,"Jumat, 19 Nov. 2010","Selasa, 23 Nov. 2010"
00032/PID.B/TPKOR/2010/PN.JKT.PST,"Jumat, 03 Des. 2010","Selasa, 07 Des. 2010"
00033/PID.B/TPKOR/2010/PN.JKT.PST,"Kamis, 23 Des. 2010","Selasa, 04 Jan. 2011"
00034/PID.B/TPKOR/2010/PN.JKT.PST,"Kamis, 23 Des. 2010","Senin, 03 Jan. 2011"
00001/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 20 Jan. 2011","Senin, 31 Jan. 2011"
00002/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 31 Jan. 2011","Senin, 07 Feb. 2011"
00003/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 10 Feb. 2011","Selasa, 22 Feb. 2011"
00004/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 17 Feb. 2011","Selasa, 01 Mar. 2011"
00005/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 17 Feb. 2011","Senin, 28 Feb. 2011"
00006/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 02 Mar. 2011","Kamis, 10 Mar. 2011"
00007/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 03 Mar. 2011","Senin, 14 Mar. 2011"
00008/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 18 Mar. 2011","Selasa, 29 Mar. 2011"
00009/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 18 Mar. 2011","Selasa, 29 Mar. 2011"
00010/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 22 Mar. 2011","Selasa, 05 Apr. 2011"
00011/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 22 Mar. 2011","Senin, 04 Apr. 2011"
00012/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 24 Mar. 2011","Selasa, 29 Mar. 2011"
00013/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 28 Mar. 2011","Selasa, 29 Mar. 2011"
00014/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 30 Mar. 2011","Senin, 11 Apr. 2011"
00015/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 01 Apr. 2011","Kamis, 07 Apr. 2011"
